type,complexity,question,answer
temporal_single,single-hop,How many movies did Fritz Kortner act in 1921?,"Fritz Kortner appeared in 10 movie(s) in 1921:
1. Das Haus zum Mond
2. Die Jagd nach der Wahrheit
3. Hintertreppe
4. Landstraße und Großstadt
5. The Genoa Conspiracy
6. Die Lieblingsfrau des Maharadscha - 3. Teil
7. Haschisch, das Paradies der Hölle
8. Das Haus der Qualen
9. Der Eisenbahnkönig, 1. Teil - Mensch und Mammon
10. Der Eisenbahnkönig, 2. Teil - Lauernder Tod"
temporal_single,single-hop,How many movies did Arthur Walcott act in 1922?,"Arthur Walcott appeared in 4 movie(s) in 1922:
1. The Scarlet Lady
2. When Greek Meets Greek
3. Son of Kissing Cup
4. Was She Justified?"
temporal_single,single-hop,How many movies did Will Corrie act in 1920?,"Will Corrie appeared in 3 movie(s) in 1920:
1. A Bachelor Husband
2. The Glad Eye
3. The Breed of the Treshams"
temporal_single,single-hop,How many movies did Mario Caserini direct in 1921?,"Mario Caserini directed 4 movie(s) in 1921:
1. Fior d'amore
2. Caterina
3. Il filo d'Arianna
4. La voce del cuore"
temporal_single,single-hop,How many movies did David James act in 1942?,"David James appeared in 1 movie(s) in 1942:
1. The Lady Is Willing"
temporal_single,single-hop,How many movies did Huguette Duflos act in 1946?,"Huguette Duflos appeared in 1 movie(s) in 1946:
1. Christine se marie"
temporal_single,single-hop,How many movies did Lee Shumway act in 1930?,"Lee Shumway appeared in 6 movie(s) in 1930:
1. The Santa Fe Trail
2. The Lone Defender
3. The Lone Star Ranger
4. Show Girl in Hollywood
5. Sweet Mama
6. The Widow from Chicago"
temporal_single,single-hop,How many movies did Ernst Lubitsch direct in 1936?,"Ernst Lubitsch directed 1 movie(s) in 1936:
1. Desire"
temporal_single,single-hop,How many movies did William Scott act in 1926?,"William Scott appeared in 1 movie(s) in 1926:
1. The Earth Woman"
temporal_single,single-hop,How many movies did Hans Heinrich von Twardowski act in 1930?,"Hans Heinrich von Twardowski appeared in 1 movie(s) in 1930:
1. The King of Paris"
temporal_single,single-hop,How many movies did Irene Rooke act in 1931?,"Irene Rooke appeared in 1 movie(s) in 1931:
1. The Rosary"
temporal_single,single-hop,How many movies did William Nigh act in 1924?,"William Nigh appeared in 2 movie(s) in 1924:
1. Born Rich
2. Born Rich"
temporal_single,single-hop,How many movies did Paul Hartmann act in 1933?,"Paul Hartmann appeared in 5 movie(s) in 1933:
1. Der Läufer von Marathon
2. Salon Dora Green
3. The Tunnel
4. Invisible Opponent
5. Großfürstin Alexandra"
temporal_single,single-hop,How many movies did Dolores Cassinelli act in 1925?,"Dolores Cassinelli appeared in 2 movie(s) in 1925:
1. The Midnight Girl
2. The Unguarded Hour"
temporal_single,single-hop,How many movies did Vera Lewis act in 1936?,"Vera Lewis appeared in 2 movie(s) in 1936:
1. Paddy O'Day
2. Missing Girls"
temporal_single,single-hop,How many movies did Edward Sloman direct in 1925?,"Edward Sloman directed 4 movie(s) in 1925:
1. His People
2. The Price of Pleasure
3. The Storm Breaker
4. Up the Ladder"
temporal_single,single-hop,How many movies did Lew Meehan act in 1931?,"Lew Meehan appeared in 1 movie(s) in 1931:
1. The Pocatello Kid"
temporal_single,single-hop,How many movies did George Stanley act in 1921?,"George Stanley appeared in 3 movie(s) in 1921:
1. Breaking Through
2. Fighting Fate
3. Where Men Are Men"
temporal_single,single-hop,How many movies did Harry Carey act in 1943?,"Harry Carey appeared in 2 movie(s) in 1943:
1. Air Force
2. Happy Land"
temporal_single,single-hop,How many movies did Charles Swickard direct in 1920?,"Charles Swickard directed 6 movie(s) in 1920:
1. An Arabian Knight
2. The Devil's Claim
3. The Last Straw
4. The Third Woman
5. Body and Soul
6. Li Ting Lang"
temporal_single,single-hop,How many movies did Albert Parker direct in 1938?,"Albert Parker directed 3 movie(s) in 1938:
1. Second Thoughts
2. Murder in the Family
3. Murder in the Family"
temporal_single,single-hop,How many movies did Michael Curtiz direct in 1947?,"Michael Curtiz directed 2 movie(s) in 1947:
1. Life with Father
2. The Unsuspected"
temporal_single,single-hop,How many movies did Edmund Mortimer direct in 1925?,"Edmund Mortimer directed 5 movie(s) in 1925:
1. The Arizona Romeo
2. Gold and the Girl
3. The Man from Red Gulch
4. The Prairie Pirate
5. Scandal Proof"
temporal_single,single-hop,How many movies did Leora Spellman act in 1920?,"Leora Spellman appeared in 2 movie(s) in 1920:
1. The $1,000,000 Reward
2. Wits vs. Wits"
temporal_single,single-hop,How many movies did Major J.A. McGuire act in 1920?,"Major J.A. McGuire appeared in 2 movie(s) in 1920:
1. Pegeen
2. The Untamed"
temporal_single,single-hop,How many movies did Rudolf Klein-Rogge act in 1929?,"Rudolf Klein-Rogge appeared in 2 movie(s) in 1929:
1. Tu m'appartiens!
2. La maison des hommes vivants"
temporal_single,single-hop,How many movies did Hugh Thompson act in 1923?,"Hugh Thompson appeared in 2 movie(s) in 1923:
1. Refuge
2. The Grub Stake"
temporal_single,single-hop,How many movies did Charles Maigne direct in 1922?,"Charles Maigne directed 2 movie(s) in 1922:
1. The Cowboy and the Lady
2. Received Payment"
temporal_single,single-hop,How many movies did Edith Roberts act in 1922?,"Edith Roberts appeared in 7 movie(s) in 1922:
1. Flesh and Blood
2. A Front Page Story
3. Pawned
4. Saturday Night
5. The Son of the Wolf
6. Thorns and Orange Blossoms
7. The Dangerous Age"
temporal_single,single-hop,How many movies did George Hernandez act in 1920?,"George Hernandez appeared in 7 movie(s) in 1920:
1. The Daredevil
2. The Honey Bee
3. Seeds of Vengeance
4. The Third Woman
5. The Village Sleuth
6. Just Out of College
7. The House of Toys"
temporal_single,single-hop,How many movies did Bertram Bracken direct in 1926?,"Bertram Bracken directed 2 movie(s) in 1926:
1. Dame Chance
2. Speeding Through"
temporal_single,single-hop,How many movies did Hanna Ralph act in 1922?,"Hanna Ralph appeared in 4 movie(s) in 1922:
1. Der Favorit der Königin
2. Homo sum
3. William Ratcliff
4. Oberst Rokschanin"
temporal_single,single-hop,How many movies did Irvin Willat direct in 1920?,"Irvin Willat directed 3 movie(s) in 1920:
1. Below the Surface
2. Down Home
3. Down Home"
temporal_single,single-hop,How many movies did Robert Thornby direct in 1926?,"Robert Thornby directed 2 movie(s) in 1926:
1. The Speeding Venus
2. West of Broadway"
temporal_single,single-hop,How many movies did Paul Cazeneuve act in 1924?,"Paul Cazeneuve appeared in 1 movie(s) in 1924:
1. Why Get Married?"
temporal_single,single-hop,How many movies did Jenö Törzs act in 1933?,"Jenö Törzs appeared in 1 movie(s) in 1933:
1. Kísértetek vonata"
temporal_single,single-hop,How many movies did Lynn Reynolds direct in 1921?,"Lynn Reynolds directed 8 movie(s) in 1921:
1. The Big Town Round-Up
2. The Big Town Round-Up
3. The Night Horsemen
4. The Night Horsemen
5. The Road Demon
6. The Road Demon
7. Trailin'
8. Trailin'"
temporal_single,single-hop,How many movies did Georges Deneubourg act in 1924?,"Georges Deneubourg appeared in 5 movie(s) in 1924:
1. Credo ou la tragédie de Lourdes
2. Edmund Kean: Prince Among Lovers
3. The Thruster
4. L'aventurier
5. La gitanilla"
temporal_single,single-hop,How many movies did Gertrude Welcker act in 1923?,"Gertrude Welcker appeared in 5 movie(s) in 1923:
1. Weltspiegel
2. Between Evening and Morning
3. Im Rausch der Leidenschaft
4. Dämon Zirkus
5. Zaida, die Tragödie eines Modells"
temporal_single,single-hop,How many movies did Joseph Levering direct in 1922?,"Joseph Levering directed 3 movie(s) in 1922:
1. Determination
2. Flesh and Spirit
3. Finger Prints"
temporal_single,single-hop,How many movies did Reinhard Bruck direct in 1921?,"Reinhard Bruck directed 6 movie(s) in 1921:
1. The Oath of Stephan Huller
2. The Oath of Stephan Huller
3. Die Nächte des Cornelis Brouwer
4. Der Frauenarzt
5. Haschisch, das Paradies der Hölle
6. Planetenschieber"
temporal_single,single-hop,How many movies did Rudolf Lettinger act in 1925?,"Rudolf Lettinger appeared in 9 movie(s) in 1925:
1. Die Frau mit dem Etwas
2. Hanseaten
3. Luxusweibchen
4. Die große Gelegenheit
5. Bismarck, 1. Teil
6. Der Mann auf dem Kometen
7. Die Zirkusprinzessin
8. Die Kleine aus Amerika
9. Am besten gefällt mir die Lore"
temporal_single,single-hop,How many movies did Raoul Walsh produce in 1961?,"Raoul Walsh produced 3 movie(s) in 1961:
1. Marines, Let's Go
2. Marines, Let's Go
3. Marines, Let's Go"
temporal_single,single-hop,How many movies did John Gottowt act in 1932?,"John Gottowt appeared in 1 movie(s) in 1932:
1. The Living Dead"
temporal_single,single-hop,How many movies did Silvana act in 1953?,"Silvana appeared in 1 movie(s) in 1953:
1. Tarik el saada"
temporal_single,single-hop,How many movies did Eugene Strong act in 1926?,"Eugene Strong appeared in 1 movie(s) in 1926:
1. The Better Way"
temporal_single,single-hop,How many movies did Ruth Royce act in 1924?,"Ruth Royce appeared in 3 movie(s) in 1924:
1. California in '49
2. Days of '49
3. Riders of the Plains"
temporal_single,single-hop,How many movies did George Fawcett act in 1925?,"George Fawcett appeared in 18 movie(s) in 1925:
1. The Circle
2. The Fighting Cub
3. Go Straight
4. The Home Maker
5. Joanna
6. The Mad Whirl
7. The Merry Widow
8. Peacock Feathers
9. The Price of Pleasure
10. Some Pun'kins
... and 8 more"
temporal_single,single-hop,How many movies did Constante Viñas act in 1920?,"Constante Viñas appeared in 1 movie(s) in 1920:
1. La venganza del marino"
temporal_single,single-hop,How many movies did Mario Voller-Buzzi act in 1920?,"Mario Voller-Buzzi appeared in 1 movie(s) in 1920:
1. La contessima Chimera"
temporal_single,single-hop,How many movies did Robert Vallis act in 1923?,"Robert Vallis appeared in 2 movie(s) in 1923:
1. Squibs' Honeymoon
2. Beautiful Kitty"
temporal_single,single-hop,How many movies did Vida Johnson act in 1920?,"Vida Johnson appeared in 3 movie(s) in 1920:
1. Alias Miss Dodd
2. The Desert Scorpion
3. Wolves of the Street"
temporal_single,single-hop,How many movies did Karl Gerhardt direct in 1922?,"Karl Gerhardt directed 2 movie(s) in 1922:
1. Die geheimnisvollen Piraten
2. Jussuf el Fanit, der Wüstenräuber"
temporal_single,single-hop,How many movies did Syd Chaplin act in 1923?,"Syd Chaplin appeared in 5 movie(s) in 1923:
1. Her Temporary Husband
2. The Pilgrim
3. The Pilgrim
4. The Pilgrim
5. The Rendezvous"
temporal_single,single-hop,How many movies did Mark Fenton act in 1925?,"Mark Fenton appeared in 4 movie(s) in 1925:
1. Brand of Cowardice
2. The Storm Breaker
3. Thank You
4. Double-Fisted"
temporal_single,single-hop,How many movies did Maria Reisenhofer act in 1923?,"Maria Reisenhofer appeared in 1 movie(s) in 1923:
1. Seine Frau, die Unbekannte"
temporal_single,single-hop,How many movies did Bessie Love act in 1941?,"Bessie Love appeared in 1 movie(s) in 1941:
1. Sons of the Sea"
temporal_single,single-hop,How many movies did Russell Hicks act in 1942?,"Russell Hicks appeared in 9 movie(s) in 1942:
1. Sealed Lips
2. Behind the Eight Ball
3. Hitler: Dead or Alive
4. Joe Smith, American
5. King of the Mounties
6. Lady in a Jam
7. Pacific Rendezvous
8. Tarzan's New York Adventure
9. To the Shores of Tripoli"
temporal_single,single-hop,How many movies did Dezsõ Kertész act in 1942?,"Dezsõ Kertész appeared in 1 movie(s) in 1942:
1. Örségváltás"
temporal_single,single-hop,How many movies did William C. de Mille direct in 1928?,"William C. de Mille directed 2 movie(s) in 1928:
1. Craig's Wife
2. Tenth Avenue"
temporal_single,single-hop,How many movies did Sylvia Breamer act in 1924?,"Sylvia Breamer appeared in 4 movie(s) in 1924:
1. Lilies of the Field
2. Reckless Romance
3. Robes of Sin
4. The Woman on the Jury"
temporal_single,single-hop,How many movies did Lafe McKee act in 1923?,"Lafe McKee appeared in 3 movie(s) in 1923:
1. Blood Test
2. The Lone Wagon
3. Fighting Jim Grant"
temporal_single,single-hop,How many movies did J. Gordon Edwards direct in 1921?,"J. Gordon Edwards directed 2 movie(s) in 1921:
1. His Greatest Sacrifice
2. The Queen of Sheba"
temporal_single,single-hop,How many movies did Jacob Fleck direct in 1928?,"Jacob Fleck directed 7 movie(s) in 1928:
1. Frauenarzt Dr. Schäfer
2. Die Yacht der sieben Sünden
3. Der Zarewitsch
4. Die lustigen Vagabunden
5. Die kleine Sklavin
6. Die schönste Frau von Paris
7. Die Geliebte seiner Hoheit"
temporal_single,single-hop,How many movies did Willi Allen act in 1927?,"Willi Allen appeared in 1 movie(s) in 1927:
1. My Aunt, Your Aunt"
temporal_single,single-hop,How many movies did Clarence G. Badger direct in 1928?,"Clarence G. Badger directed 5 movie(s) in 1928:
1. The Fifty-Fifty Girl
2. Hot News
3. Red Hair
4. Red Hair
5. Three Week Ends"
temporal_single,single-hop,How many movies did Lillian Walker act in 1922?,"Lillian Walker appeared in 2 movie(s) in 1922:
1. Love's Boomerang
2. The Evil Dead"
temporal_single,single-hop,How many movies did Pat Chrisman act in 1924?,"Pat Chrisman appeared in 1 movie(s) in 1924:
1. Oh, You Tony!"
temporal_single,single-hop,How many movies did Ernie Adams act in 1940?,"Ernie Adams appeared in 6 movie(s) in 1940:
1. The Invisible Man Returns
2. The Man from Tumbleweeds
3. The Man with Nine Lives
4. Primrose Path
5. Riders from Nowhere
6. The Fargo Kid"
temporal_single,single-hop,How many movies did Marshall Neilan direct in 1935?,"Marshall Neilan directed 1 movie(s) in 1935:
1. This Is the Life"
temporal_single,single-hop,How many movies did Buck Connors act in 1927?,"Buck Connors appeared in 9 movie(s) in 1927:
1. The Broncho Buster
2. The Fighting Three
3. Hands Off
4. Jaws of Steel
5. The Mojave Kid
6. Open Range
7. Straight Shootin'
8. The Phantom Flyer
9. The Slingshot Kid"
temporal_single,single-hop,How many movies did Erna Morena act in 1927?,"Erna Morena appeared in 7 movie(s) in 1927:
1. Der Kampf des Donald Westhof
2. Grand Hotel...!
3. Die rollende Kugel
4. Das Schicksal einer Nacht
5. Das Mädchen aus Frisco
6. Bismarck 1862-1898
7. Das Recht zu leben"
temporal_single,single-hop,How many movies did Aud Egede-Nissen act in 1921?,"Aud Egede-Nissen appeared in 6 movie(s) in 1921:
1. Die Nacht der Einbrecher
2. Der Schrecken der roten Mühle
3. Das Geheimnis der Mumie
4. Das Floss der Toten
5. Die Lieblingsfrau des Maharadscha - 3. Teil
6. Perlen bedeuten Tränen"
temporal_single,single-hop,How many movies did Carl Theodor Dreyer direct in 1925?,"Carl Theodor Dreyer directed 2 movie(s) in 1925:
1. Master of the House
2. Master of the House"
temporal_single,single-hop,How many movies did T. Hayes Hunter direct in 1929?,"T. Hayes Hunter directed 1 movie(s) in 1929:
1. The Silver King"
temporal_single,single-hop,How many movies did Wilton Taylor act in 1923?,"Wilton Taylor appeared in 2 movie(s) in 1923:
1. Madness of Youth
2. The Drivin' Fool"
temporal_single,single-hop,How many movies did William Dyer act in 1923?,"William Dyer appeared in 2 movie(s) in 1923:
1. Wild Bill Hickok
2. Wolves of the Border"
temporal_single,single-hop,How many movies did Emilio Vardannes act in 1925?,"Emilio Vardannes appeared in 1 movie(s) in 1925:
1. Il cavaliere senza paura"
temporal_single,single-hop,How many movies did Frank Lloyd direct in 1930?,"Frank Lloyd directed 2 movie(s) in 1930:
1. The Way of All Men
2. The Way of All Men"
temporal_single,single-hop,How many movies did Luis Lezama direct in 1938?,"Luis Lezama directed 2 movie(s) in 1938:
1. An Old Love
2. An Old Love"
temporal_single,single-hop,How many movies did María Comendador act in 1927?,"María Comendador appeared in 4 movie(s) in 1927:
1. Carolina, la niña de plata
2. Los aparecidos
3. El dos de Mayo
4. Los vencedores de la muerte"
temporal_single,single-hop,How many movies did Ronald Colman act in 1933?,"Ronald Colman appeared in 2 movie(s) in 1933:
1. The Masquerader
2. The Masquerader"
temporal_single,single-hop,How many movies did Marguerite Clark act in 1921?,"Marguerite Clark appeared in 1 movie(s) in 1921:
1. Scrambled Wives"
temporal_single,single-hop,How many movies did Edward H. Griffith direct in 1922?,"Edward H. Griffith directed 3 movie(s) in 1922:
1. Free Air
2. The Sea Raiders
3. The Sea Raiders"
temporal_single,single-hop,How many movies did Andrew Robson act in 1921?,"Andrew Robson appeared in 4 movie(s) in 1921:
1. All's Fair in Love
2. Black Roses
3. Mother o' Mine
4. One a Minute"
temporal_single,single-hop,How many movies did Ivan Hedqvist direct in 1930?,"Ivan Hedqvist directed 3 movie(s) in 1930:
1. Doktorns hemlighet
2. Hjärtats röst
3. Vi två"
temporal_single,single-hop,How many movies did Arthur Donaldson act in 1920?,"Arthur Donaldson appeared in 4 movie(s) in 1920:
1. A Modern Salome
2. Greater Than Fame
3. Mothers of Men
4. The Hidden Light"
temporal_single,single-hop,How many movies did Ferruccio Biancini act in 1931?,"Ferruccio Biancini appeared in 1 movie(s) in 1931:
1. Der Storch streikt"
temporal_single,single-hop,How many movies did Richard Talmadge act in 1921?,"Richard Talmadge appeared in 2 movie(s) in 1921:
1. The Unknown
2. The Unknown"
